2024-04-24 16:16:23.409472,4,38.02695083618164,-78.50802612304688
2024-04-24 16:16:40.612085,4,38.02695083618164,-78.50802612304688
2024-04-24 16:16:57.818454,4,38.02692413330078,-78.50798034667969
2024-04-24 16:22:23.780628,4,38.02298355102539,-78.5087890625
2024-04-24 16:22:48.748187,4,38.022979736328125,-78.50877380371094
2024-04-24 16:22:57.973151,4,38.022979736328125,-78.50877380371094
2024-04-24 16:23:14.343681,4,38.02297592163086,-78.5087890625
2024-04-24 16:23:39.490293,4,38.02299499511719,-78.50880432128906
2024-04-24 16:24:31.095747,4,38.02299880981445,-78.50880432128906
2024-04-24 16:24:39.380579,4,38.022396087646484,-78.50955200195312
2024-04-24 16:25:12.744265,4,38.024444580078125,-78.51094055175781
2024-04-24 16:25:29.260375,4,38.02417755126953,-78.51053619384766
2024-04-24 16:25:53.835784,4,38.0233268737793,-78.51049041748047
2024-04-24 16:26:02.340805,4,38.02330017089844,-78.5104751586914
2024-04-24 16:26:18.924412,4,38.02375030517578,-78.50959777832031
2024-04-24 16:27:19.996181,4,38.023983001708984,-78.5092544555664
2024-04-24 16:27:58.661867,4,38.02654266357422,-78.50804138183594
2024-04-24 16:28:48.840716,4,38.02688217163086,-78.50800323486328
2024-04-24 16:29:59.805149,4,38.02695846557617,-78.50817108154297
2024-04-24 16:30:16.309735,4,38.02695846557617,-78.5081787109375
2024-05-06 14:12:49.431931,4,38.033756256103516,-78.50933837890625
2024-05-06 14:13:05.903788,4,38.033721923828125,-78.50934600830078
2024-05-06 14:13:22.697277,4,38.03367614746094,-78.5093765258789
2024-05-06 14:13:39.287624,4,38.03366470336914,-78.50938415527344
2024-05-06 14:13:56.385395,4,38.0336799621582,-78.50933837890625
2024-05-06 14:14:30.793715,4,38.03374099731445,-78.50926971435547
2024-05-06 14:14:47.486556,4,38.03377914428711,-78.50917053222656
